day,current_u,current_v,lat,lon
5,8.504491660745509e-19,0.01851851851851852,-75.79167,166.62502
6,-0.026635390469796388,0.05902487285678975,-75.79167,166.62502
7,0.02199074074074074,0.02314814814814815,-75.79167,166.62502
0,0.0,0.030092592592592598,-75.79167,169.95836
1,-0.06938516130278517,0.11973194318078041,-75.79167,169.95836
2,-0.10895339867521218,0.18640551193106747,-75.79167,169.95836
3,5.953144162521857e-18,-0.03703703703703704,-75.79167,169.95836
4,5.953144162521856e-18,-0.04861111111111111,-75.79167,169.95836
5,-0.032020774298383306,0.0049503438014718605,-75.79167,169.95836
6,-0.06667175150360323,0.11693620907068362,-75.79167,169.95836
7,0.026003940601158033,-0.0445294686849246,-75.79167,169.95836
0,0.044319384442258476,0.064286902847588,-75.79167,173.29167
1,-0.07544740733054807,0.11371452944839201,-75.79167,173.29167
2,-0.15790942536365057,0.30797667742429097,-75.79167,173.29167
3,-0.04724054142129474,0.19561508272751946,-75.79167,173.29167
4,0.0341058281643463,0.04381132143686196,-75.79167,173.29167
5,-0.0050328918876626,0.08067097075613379,-75.79167,173.29167
6,-0.11917686827480777,0.29928082673095285,-75.79167,173.29167
7,-0.008376034181991135,0.10738714408544066,-75.79167,173.29167
0,0.021064913142093727,0.005156531544593785,-75.79167,176.54167
1,-0.08133970841734671,-0.0783071188723421,-75.79167,176.54167
2,-0.0836798347422509,-0.0018742382929220907,-75.79167,176.54167
3,-0.035757305614174624,0.06926670663153368,-75.79167,176.54167
4,0.03069858914382037,-0.0007176683075148256,-75.79167,176.54167
5,-0.07628062961247288,-0.012548074012009124,-75.79167,176.54167
6,-0.1282164172628474,0.16779116850751416,-75.79167,176.54167
7,0.019252897996443887,0.06592895174983421,-75.79167,176.54167
0,0.0007148346422315467,-0.0009363076783792095,-75.79167,179.87502
1,-0.091961160838262,-0.1279312598086863,-75.79167,179.87502
2,-0.0949262297587674,-0.057388030637373515,-75.79167,179.87502
3,-0.0543220473180839,0.006345852530447514,-75.79167,179.87502
4,0.008664381902969977,0.0014972927109132871,-75.79167,179.87502
5,-0.12161052184961231,-0.04628153388291561,-75.79167,179.87502
6,-0.11471410869508637,0.0059748621290813065,-75.79167,179.87502
7,-0.03734892679009306,0.04789702762024905,-75.79167,179.87502
0,,,-73.708336,149.95836
1,,,-73.708336,149.95836
2,,,-73.708336,149.95836
3,,,-73.708336,149.95836
4,,,-73.708336,149.95836
5,,,-73.708336,149.95836
6,,,-73.708336,149.95836
7,,,-73.708336,149.95836
0,,,-73.708336,153.29167
1,,,-73.708336,153.29167
2,,,-73.708336,153.29167
3,,,-73.708336,153.29167
4,,,-73.708336,153.29167
5,,,-73.708336,153.29167
6,,,-73.708336,153.29167
7,,,-73.708336,153.29167
0,,,-73.708336,156.62502
1,,,-73.708336,156.62502
2,,,-73.708336,156.62502
3,,,-73.708336,156.62502
4,,,-73.708336,156.62502
5,,,-73.708336,156.62502
6,,,-73.708336,156.62502
7,,,-73.708336,156.62502
0,,,-73.708336,159.95836
1,,,-73.708336,159.95836
2,,,-73.708336,159.95836
3,,,-73.708336,159.95836
4,,,-73.708336,159.95836
5,,,-73.708336,159.95836
6,,,-73.708336,159.95836
7,,,-73.708336,159.95836
0,,,-73.708336,163.29167
1,,,-73.708336,163.29167
2,,,-73.708336,163.29167
3,,,-73.708336,163.29167
4,,,-73.708336,163.29167
5,,,-73.708336,163.29167
6,,,-73.708336,163.29167
7,,,-73.708336,163.29167
0,-0.0119953252669895,-0.011995325266989503,-73.708336,166.62502
1,0.024465755417671767,0.03891990424495384,-73.708336,166.62502
2,0.004910463758239913,0.014169723017499173,-73.708336,166.62502
3,1.1339322214327345e-18,0.002314814814814815,-73.708336,166.62502
4,8.504491660745509e-19,0.002314814814814815,-73.708336,166.62502
5,0.014731391274719738,0.04250916905249752,-73.708336,166.62502
6,-0.004910463758239911,-0.0072252785730547294,-73.708336,166.62502
7,-0.009820927516479826,-0.012135742331294644,-73.708336,166.62502
0,-0.045177788625302216,-0.03618192648008172,-73.708336,169.95836
1,0.12645123666052918,0.16411862326280807,-73.708336,169.95836
2,0.1397417588644019,0.3002373837809416,-73.708336,169.95836
3,-0.0009198549655610183,0.0051498120406726034,-73.708336,169.95836
4,-0.025666444511843068,-0.0016435189254841132,-73.708336,169.95836
5,0.0969400672092307,0.0632653835754281,-73.708336,169.95836
6,0.09344875726330272,0.1672724335911467,-73.708336,169.95836
7,-0.050973059779398526,-0.056452532261576906,-73.708336,169.95836
0,-0.005725354767037887,-0.008140861761018066,-73.708336,173.29167
