day,wind_u,wind_v,lat,lon
2,8.637240264551293,2.7080867578046486,-62.147728,68.671875
3,11.152045330371983,3.0189542880538016,-62.147728,68.671875
4,1.191579284999926,-5.9750787116476225,-62.147728,68.671875
5,9.46014808105945,0.2650212172515187,-62.147728,68.671875
6,8.29095744939078,1.2987911276774202,-62.147728,68.671875
7,2.7020772993618265,7.320267682754559,-62.147728,68.671875
0,-1.9741620011506527,-4.6753213082366525,-62.147728,71.36719
1,7.694899737051592,-0.5562935973499907,-62.147728,71.36719
2,7.952146337004123,2.579704540274983,-62.147728,71.36719
3,9.565773826810114,2.003499445491099,-62.147728,71.36719
4,0.3306773039026112,-5.5885012281824515,-62.147728,71.36719
5,8.099959706312584,-1.9696842492316373,-62.147728,71.36719
6,5.303990771735081,0.4154368229573198,-62.147728,71.36719
7,2.7274323426253244,5.7639136793162296,-62.147728,71.36719
0,-1.271033315129725,-2.157222040596786,-62.147728,73.94531
1,6.703227707445554,-2.256669957500142,-62.147728,73.94531
2,9.14230516018627,3.2449250101699767,-62.147728,73.94531
3,9.317034399400638,1.3320185587607207,-62.147728,73.94531
4,0.37665057859077317,-4.637929706109394,-62.147728,73.94531
5,6.916300024468712,-3.609505791698098,-62.147728,73.94531
6,4.412381540317462,2.1862673480874046,-62.147728,73.94531
7,2.6198634586775658,6.678906637602579,-62.147728,73.94531
0,-0.017406671680094094,-0.1177860538784669,-62.147728,76.640625
1,5.3979361769990275,-3.8043711582100683,-62.147728,76.640625
2,10.15513973443459,3.6506876208019663,-62.147728,76.640625
3,8.799687730494593,0.3316408700729015,-62.147728,76.640625
4,1.0586885910928878,-3.201492895670896,-62.147728,76.640625
5,5.21341202953326,-5.00294388935107,-62.147728,76.640625
6,2.517372162352557,4.448630509864858,-62.147728,76.640625
7,2.8069550961869076,7.906578621507556,-62.147728,76.640625
0,0.8478988442732476,1.1444360710333588,-62.147728,79.33594
1,3.8178682662750414,-4.554771199567411,-62.147728,79.33594
2,11.038080203250344,4.029073666583133,-62.147728,79.33594
3,8.330107548473357,-0.02569180504739421,-62.147728,79.33594
4,1.5515582116789626,-1.4669921466862779,-62.147728,79.33594
5,3.062990235980035,-6.1760424421440625,-62.147728,79.33594
6,-1.5328789664338525,2.4905840056090307,-62.147728,79.33594
7,1.9650098115973036,8.32745638833112,-62.147728,79.33594
0,2.173161144296325,1.663215209449124,-62.147728,82.03125
1,3.077864136038587,-4.7207480540001665,-62.147728,82.03125
2,11.275432988491827,3.4843504280957447,-62.147728,82.03125
3,7.700926808602737,0.2002987249829685,-62.147728,82.03125
